prime_recipient,award_amount,sub_recipient,address1,address2,address3,city,state,zip,county,district,award_number,award_type,award_description,sub_award,spent_to_date,project_description,project_status,spending_category,category_description
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,THE KOBUK COFFEE COMPANY,504 W 5th Ave,,,Anchorage,AK,99501-2220,AK-ANCHORAGE,AK00,203405,GRANT,"AK CARES grants are for the payment of eligible expenses for COVID-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",100000.0,100000.0,"State of Alaska COVID-19 Small Business Relief through the Department of Commerce, Community, and Economic Development and the Alaska Industrial Development and Export Authority",Fully completed,Small Business Assistance,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,THE KOBUK COFFEE COMPANY,504 W 5th Ave,,,Anchorage,AK,99501-2220,AK-ANCHORAGE,AK00,203405,GRANT,"AK CARES grants are for the payment of eligible expenses for COVID-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",100000.0,0.0,,,,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,THE LITTLE MISS CAFE,2919 W 34th Ave Apt 3,,,Anchorage,AK,99517-2228,AK-ANCHORAGE,AK00,202225,GRANT,"AK CARES grants are for the payment of eligible expenses for COVID-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",56860.81,0.0,,,,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,THE LITTLE MISS CAFE,2919 W 34th Ave Apt 3,,,Anchorage,AK,99517-2228,AK-ANCHORAGE,AK00,202225,GRANT,"AK CARES grants are for the payment of eligible expenses for COVID-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",56860.81,56860.81,"State of Alaska COVID-19 Small Business Relief through the Department of Commerce, Community, and Economic Development and the Alaska Industrial Development and Export Authority",Fully completed,Small Business Assistance,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"THE TALKING PLACE, CHILD & ADOLESCENT COUNSELING, LLC",17101 Snowmobile Ln Ste 109,,,Eagle River,AK,99577-7043,AK-ANCHORAGE,AK00,202420,GRANT,"AK CARES grants are for the payment of eligible expenses for COVID-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",88110.0,0.0,,,,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"THE TALKING PLACE, CHILD & ADOLESCENT COUNSELING, LLC",17101 Snowmobile Ln Ste 109,,,Eagle River,AK,99577-7043,AK-ANCHORAGE,AK00,202420,GRANT,"AK CARES grants are for the payment of eligible expenses for COVID-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",88110.0,88110.0,"State of Alaska COVID-19 Small Business Relief through the Department of Commerce, Community, and Economic Development and the Alaska Industrial Development and Export Authority",Fully completed,Small Business Assistance,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,THOMAS HARMAN COMMERCIAL FISHING,16131 Black Bear Dr,,,Anchorage,AK,99516-6970,AK-ANCHORAGE,AK00,203078,GRANT,"AK CARES grants are for the payment of eligible expenses for COVID-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",50660.3,0.0,,,,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,THOMAS HARMAN COMMERCIAL FISHING,16131 Black Bear Dr,,,Anchorage,AK,99516-6970,AK-ANCHORAGE,AK00,203078,GRANT,"AK CARES grants are for the payment of eligible expenses for COVID-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",50660.3,50660.3,"State of Alaska COVID-19 Small Business Relief through the Department of Commerce, Community, and Economic Development and the Alaska Industrial Development and Export Authority",Fully completed,Small Business Assistance,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"THORNE BAY, CITY OF",9998 Thorne Bay,,,Thorne Bay,AK,99919-9800,AK-PRINCE OF WALES-HYDER,AK00,20-CRF-206,GRANT,Community assistance grant.,573859.52,0.0,,,Select,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"THORNE BAY, CITY OF",9998 Thorne Bay,,,Thorne Bay,AK,99919-9800,AK-PRINCE OF WALES-HYDER,AK00,20-CRF-206,GRANT,Community assistance grant.,573859.52,38018.7,,,Small Business Assistance,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"THORNE BAY, CITY OF",9998 Thorne Bay,,,Thorne Bay,AK,99919-9800,AK-PRINCE OF WALES-HYDER,AK00,20-CRF-206,GRANT,Community assistance grant.,573859.52,19050.74,,,Public Health Expenses,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"THORNE BAY, CITY OF",9998 Thorne Bay,,,Thorne Bay,AK,99919-9800,AK-PRINCE OF WALES-HYDER,AK00,20-CRF-206,GRANT,Community assistance grant.,573859.52,11836.36,,,Improve Telework Capabilities of Public Employees,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"THORNE BAY, CITY OF",9998 Thorne Bay,,,Thorne Bay,AK,99919-9800,AK-PRINCE OF WALES-HYDER,AK00,20-CRF-206,GRANT,Community assistance grant.,573859.52,44374.46,,,Budgeted Personnel and Services Diverted to a Substantially Different Use,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"THORNE BAY, CITY OF",9998 Thorne Bay,,,Thorne Bay,AK,99919-9800,AK-PRINCE OF WALES-HYDER,AK00,20-CRF-206,GRANT,Community assistance grant.,573859.52,15865.0,,,Payroll for Public Health and Safety Employees,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"THORNE BAY, CITY OF",9998 Thorne Bay,,,Thorne Bay,AK,99919-9800,AK-PRINCE OF WALES-HYDER,AK00,20-CRF-206,GRANT,Community assistance grant.,573859.52,148643.72,,,Medical Expenses,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"THORNE BAY, CITY OF",9998 Thorne Bay,,,Thorne Bay,AK,99919-9800,AK-PRINCE OF WALES-HYDER,AK00,20-CRF-206,GRANT,Community assistance grant.,573859.52,6998.9,,,Administrative Expenses,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"THORNE BAY, CITY OF",9998 Thorne Bay,,,Thorne Bay,AK,99919-9800,AK-PRINCE OF WALES-HYDER,AK00,20-CRF-206,GRANT,Community assistance grant.,573859.52,188312.0,,,"Economic Support (Other than Small Business, Housing, and Food Assistance)",
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"THORNE BAY, CITY OF",9998 Thorne Bay,,,Thorne Bay,AK,99919-9800,AK-PRINCE OF WALES-HYDER,AK00,20-CRF-206,GRANT,Community assistance grant.,573859.52,55.0,,,Food Programs,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"THORNE BAY, CITY OF",9998 Thorne Bay,,,Thorne Bay,AK,99919-9800,AK-PRINCE OF WALES-HYDER,AK00,20-CRF-206,GRANT,Community assistance grant.,573859.52,2810.11,"State of Alaska COVID-19 Direct Municipal Relief Program through the Department of Commerce, Community, and Economic Development",Completed 50% or more,Administrative Expenses,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,TIM E. DILLON,PO BOX 2576,,,Cordova,AK,99574-2576,AK-VALDEZ CORDOVA,AK00,200446,GRANT,"AK CARES grants are for the payment of eligible expenses for Covid-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",69553.99,69553.99,"State of Alaska COVID-19 Small Business Relief through the Department of Commerce, Community, and Economic Development and the Alaska Industrial Development and Export Authority",Fully completed,Small Business Assistance,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,TIM K DILLON,PO BOX 1014,,,Cordova,AK,99574-1014,AK-VALDEZ CORDOVA,AK00,200178,GRANT,"AK CARES grants are for the payment of eligible expenses for Covid-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",54075.53,54075.53,"State of Alaska COVID-19 Small Business Relief through the Department of Commerce, Community, and Economic Development and the Alaska Industrial Development and Export Authority",Fully completed,Small Business Assistance,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,TIMBERLINE MILLWORK & SUPPLY LLC,2433 N Post Rd,,,Anchorage,AK,99501-1760,AK-ANCHORAGE,AK00,202840,GRANT,"AK CARES grants are for the payment of eligible expenses for COVID-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",100000.0,100000.0,"State of Alaska COVID-19 Small Business Relief through the Department of Commerce, Community, and Economic Development and the Alaska Industrial Development and Export Authority",Fully completed,Small Business Assistance,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,TIMBERLINE MILLWORK & SUPPLY LLC,2433 N Post Rd,,,Anchorage,AK,99501-1760,AK-ANCHORAGE,AK00,202840,GRANT,"AK CARES grants are for the payment of eligible expenses for COVID-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",100000.0,0.0,,,,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,TIMOTHY MIKKELSEN,1260 N Rainbow Park Dr,,,Wasilla,AK,99623-9242,AK-MATANUSKA-SUSITNA,AK00,201181,GRANT,"AK CARES grants are for the payment of eligible expenses for Covid-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",100000.0,100000.0,"State of Alaska COVID-19 Small Business Relief through the Department of Commerce, Community, and Economic Development and the Alaska Industrial Development and Export Authority",Fully completed,Small Business Assistance,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"TOAST OF THE TOWN, LLC",721 Depot Dr Ste 100,,,Anchorage,AK,99501-1615,AK-ANCHORAGE,AK00,203924,GRANT,"AK CARES grants are for the payment of eligible expenses for COVID-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",61502.0,0.0,,,,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"TOAST OF THE TOWN, LLC",721 Depot Dr Ste 100,,,Anchorage,AK,99501-1615,AK-ANCHORAGE,AK00,203924,GRANT,"AK CARES grants are for the payment of eligible expenses for COVID-19 impacted businesses. These expenses may include payroll, business rent or mortgage payments and utility payments, purchase of personal protective equipment for the business, and other expenses related to operating during the coronavirus pandemic.",61502.0,61502.0,"State of Alaska COVID-19 Small Business Relief through the Department of Commerce, Community, and Economic Development and the Alaska Industrial Development and Export Authority",Fully completed,Small Business Assistance,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"TOGIAK, CITY OF",PO BOX 190,,,Togiak,AK,99678-0190,AK-DILLINGHAM,AK00,20-CRF-207,GRANT,Community assistance grant.,574879.73,40595.56,,,Public Health Expenses,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"TOGIAK, CITY OF",PO BOX 190,,,Togiak,AK,99678-0190,AK-DILLINGHAM,AK00,20-CRF-207,GRANT,Community assistance grant.,574879.73,89351.8,,,Budgeted Personnel and Services Diverted to a Substantially Different Use,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"TOGIAK, CITY OF",PO BOX 190,,,Togiak,AK,99678-0190,AK-DILLINGHAM,AK00,20-CRF-207,GRANT,Community assistance grant.,574879.73,0.0,,,Select,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"TOGIAK, CITY OF",PO BOX 190,,,Togiak,AK,99678-0190,AK-DILLINGHAM,AK00,20-CRF-207,GRANT,Community assistance grant.,574879.73,50000.0,,,Facilitating Distance Learning,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"TOGIAK, CITY OF",PO BOX 190,,,Togiak,AK,99678-0190,AK-DILLINGHAM,AK00,20-CRF-207,GRANT,Community assistance grant.,574879.73,116218.67,,,Payroll for Public Health and Safety Employees,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"TOGIAK, CITY OF",PO BOX 190,,,Togiak,AK,99678-0190,AK-DILLINGHAM,AK00,20-CRF-207,GRANT,Community assistance grant.,574879.73,104718.02,,,Administrative Expenses,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"TOGIAK, CITY OF",PO BOX 190,,,Togiak,AK,99678-0190,AK-DILLINGHAM,AK00,20-CRF-207,GRANT,Community assistance grant.,574879.73,6345.49,,,Improve Telework Capabilities of Public Employees,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"TOGIAK, CITY OF",PO BOX 190,,,Togiak,AK,99678-0190,AK-DILLINGHAM,AK00,20-CRF-207,GRANT,Community assistance grant.,574879.73,68500.0,,,Items Not Listed Above,Sanitation equipment
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"TOGIAK, CITY OF",PO BOX 190,,,Togiak,AK,99678-0190,AK-DILLINGHAM,AK00,20-CRF-207,GRANT,Community assistance grant.,574879.73,16158.4,,,COVID-19 Testing and Contact Tracing,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"TOGIAK, CITY OF",PO BOX 190,,,Togiak,AK,99678-0190,AK-DILLINGHAM,AK00,20-CRF-207,GRANT,Community assistance grant.,574879.73,82991.79,"State of Alaska COVID-19 Direct Municipal Relief Program through the Department of Commerce, Community, and Economic Development",Completed 50% or more,Administrative Expenses,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,TOK CHAMBER OF COMMERCE,PO BOX 389,,,Tok,AK,99780-0389,AK-SOUTHEAST FAIRBANKS,AK00,20-CRF-208,GRANT,Community assistance grant.,75000.00004,0.0,"State of Alaska COVID-19 Direct Municipal Relief Program through the Department of Commerce, Community, and Economic Development",Completed 50% or more,Select,
"PUBLIC SAFETY, ALASKA DEPT OF",1250000000.0,"TOKSOOK BAY, CITY OF",PO BOX 37008,,,Toksook Bay,AK,99637-0008,AK-BETHEL,AK00,20-CRF-209,GRANT,Community assistance grant.,314693.48,756.0,,,Food Programs,
