prime_recipient,sub_recipient,Location info,county,Award number,Award type,awards,Money spent to date,To be spent
"PUBLIC SAFETY, ALASKA DEPT OF","SITKA, CITY & BOROUGH OF",100 Lincoln St Sitka AK 99835-7540,AK-SITKA,20-CRF-191,GRANT,14057653.37,14057653.37,0
"PUBLIC SAFETY, ALASKA DEPT OF",SITKINAK INC.,PO BOX 8985 Kodiak AK 99615-8985,AK-KODIAK ISLAND,203027,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","SKAGWAY, MUNICIPALITY OF",PO BOX 415 Skagway AK 99840-0415,AK-SKAGWAY,20-CRF-135,GRANT,7475032.46,7429685.3,45347.16
"PUBLIC SAFETY, ALASKA DEPT OF",SKOL-ALASKA LLC,145 S Boundary St Soldotna AK 99669-8591,AK-KENAI PENINSULA,200113,GRANT,63136.72,63136.72,0
"PUBLIC SAFETY, ALASKA DEPT OF",SLANA COMMUNITY CORPORATION,HC 1 BOX 488 Gakona AK 99586-9704,AK-VALDEZ CORDOVA,20-CRF-192,GRANT,75000.00004,0,75000
"PUBLIC SAFETY, ALASKA DEPT OF",SMALL SCALES SEAFOODS,64900 Berry Pail Dr Homer AK 99603-9221,AK-KENAI PENINSULA,202515,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","SMILES OF ALASKA, LLC (FORMERLY, JERRY C. HU, DDS FAMILY DENTISTRY, LLC)",125 N Binkley St Soldotna AK 99669-7521,AK-KENAI PENINSULA,202893,GRANT,58448.87,58448.87,0
"PUBLIC SAFETY, ALASKA DEPT OF",SNAG FISHERIES INC,12188 Bayhill Dr Burlington WA 98233-3640,WA-SKAGIT,202532,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",SNUG HARBOR MARINE LLC,PO BOX 701 Kenai AK 99611-0701,AK-KENAI PENINSULA,201806,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",SOARING EAGLE LODGE FISHING AND ADVENTURES LLC,PO BOX 1627 Soldotna AK 99669-1627,AK-KENAI PENINSULA,202971,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","SOCKEYE BUSINESS SOLUTIONS, INC.",PO BOX 91961 Anchorage AK 99509-1961,AK-ANCHORAGE,202655,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",SOS LLC,PO BOX 55188 North Pole AK 99705-0188,AK-FAIRBANKS NORTH STAR,202834,GRANT,71251.91,71251.91,0
"PUBLIC SAFETY, ALASKA DEPT OF","SOUND ENTERPRISES, LLC",925 Soundview Ave Homer AK 99603-8318,AK-KENAI PENINSULA,204246,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",SOUTH PENINSULA HOSPITAL INC,4300 Bartlett St Homer AK 99603-7005,AK-KENAI PENINSULA,605-235-21007,GRANT,235141.56,235141.56,0
"PUBLIC SAFETY, ALASKA DEPT OF",SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,PO BOX 84208 Seattle WA 98124-5508,WA-KING,605-235-21008,GRANT,934752,934752,0
"PUBLIC SAFETY, ALASKA DEPT OF","SOUTHEAST CONFERENCE, THE",PO BOX 21989 Juneau AK 99802-1989,AK-JUNEAU,202975,GRANT,83861.37,83861.37,0
"PUBLIC SAFETY, ALASKA DEPT OF","SPARK DESIGN, LLC",5401 Cordova St Ste 301 Anchorage AK 99518-1273,AK-ANCHORAGE,202392,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","SPARKY, INC",PO BOX 641 Homer AK 99603-0641,AK-KENAI PENINSULA,201493,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",SPARROW FISHERIES LLC,1719 Selief Ln Kodiak AK 99615-6228,AK-KODIAK ISLAND,201420,GRANT,72214.78,72214.78,0
"PUBLIC SAFETY, ALASKA DEPT OF",SPOONS LLC,PO BOX 517 Girdwood AK 99587-0517,AK-ANCHORAGE,202677,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",SS & SONS LLC,420 Sitka St Anchorage AK 99501-2830,AK-ANCHORAGE,201508,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","ST GEORGE, CITY OF",PO BOX 929 Saint George Island AK 99591-0929,AK-ALEUTIANS WEST,20-CRF-175,GRANT,97201.45,97116.14,85.31
"PUBLIC SAFETY, ALASKA DEPT OF","ST MARY'S, CITY OF",PO BOX 209 Saint Marys AK 99658-0209,AK-KUSILVAK,20-CRF-176,GRANT,387067.93,387067.93,0
"PUBLIC SAFETY, ALASKA DEPT OF","ST MICHAEL, CITY OF",PO BOX 59070 Saint Michael AK 99659-0070,AK-NOME,20-CRF-177,GRANT,298111.79,298111.79,0
"PUBLIC SAFETY, ALASKA DEPT OF",ST PAUL ISLAND CITY,PO BOX 901 Saint Paul Island AK 99660-0901,AK-ALEUTIANS WEST,20-CRF-178,GRANT,1300268.85,1277657.88,22610.97
"PUBLIC SAFETY, ALASKA DEPT OF","STAG POINT, LLC",PO BOX 34 Cold Bay AK 99571-0034,AK-ALEUTIANS EAST,201445,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",STANLEY O. JOHNSON (F/V TANQUERAY),PO BOX 99 Egegik AK 99579-0099,AK-LAKE AND PENINSULA,200612,GRANT,61849.13,61849.13,0
"PUBLIC SAFETY, ALASKA DEPT OF",STANLEY SAVLAND F/V CHIKAMIN,PO BOX 621 Hoonah AK 99829-0621,AK-HOONAH-ANGOON,205253,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",STARBRIGHT INC,3531 E Tudor Rd Anchorage AK 99507-1216,AK-ANCHORAGE,,DIRECT,133200,133200,0
"PUBLIC SAFETY, ALASKA DEPT OF",STARWIND FISHERIES LLC,PO BOX 1314 Anchor Point AK 99556-1314,AK-KENAI PENINSULA,203443,GRANT,95261.92,95261.92,0
"PUBLIC SAFETY, ALASKA DEPT OF",STATE OF ALASKA DEPARTMENT OF PUBLIC SAFETY,5700 E Tudor Rd Anchorage AK 99507-1225,AK-ANCHORAGE,,DIRECT,23372853.15,23372853.15,0
"PUBLIC SAFETY, ALASKA DEPT OF","STATEWIDE MACHINERY, INC.",PO BOX 1403 Dillingham AK 99576-1403,AK-DILLINGHAM,200805,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","STEBBINS, CITY OF",100 Main St Stebbins AK 99671-9800,AK-NOME,20-CRF-195,GRANT,353956.03,353956.03,0
"PUBLIC SAFETY, ALASKA DEPT OF",STEPHANIE K FISHERIES LLC,PO BOX 1853 Petersburg AK 99833-1853,AK-PETERSBURG,203876,GRANT,90773.32,90773.32,0
"PUBLIC SAFETY, ALASKA DEPT OF",STEPHEN DAY,8830 Gloralee St Anchorage AK 99502-5135,AK-ANCHORAGE,202329,GRANT,65399.83,65399.83,0
"PUBLIC SAFETY, ALASKA DEPT OF",STERBA SEAFOODS,5869 Kramer Rd Langley WA 98260-9730,WA-ISLAND,203763,GRANT,68469.12,68469.12,0
"PUBLIC SAFETY, ALASKA DEPT OF",STEVEN DEAN GOULD (F/V ST. FRANCES),PO BOX 375 King Salmon AK 99613-0375,AK-LAKE AND PENINSULA,200683,GRANT,73294.23,73294.23,0
"PUBLIC SAFETY, ALASKA DEPT OF",STEVEN R LUDWIG,PO BOX 328 Silvana WA 98287-0328,WA-SNOHOMISH,203421,GRANT,68647.36,68647.36,0
"PUBLIC SAFETY, ALASKA DEPT OF",STEVEN W. GILDNES INC.,PO BOX 2393 Cordova AK 99574-2393,AK-VALDEZ CORDOVA,200101,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",STYLE BUY DESIGN INC,2932 C St Ste A Anchorage AK 99503-3900,AK-ANCHORAGE,202050,GRANT,78083.35,78083.35,0
"PUBLIC SAFETY, ALASKA DEPT OF",SUGAR MAGNOLIAS,44224 Sterling Hwy Ste 3 Soldotna AK 99669-8046,AK-KENAI PENINSULA,203471,GRANT,60133.88,60133.88,0
"PUBLIC SAFETY, ALASKA DEPT OF",SUMMIT CHIROPRACTIC,308 Old Steese Hwy Fairbanks AK 99701-3126,AK-FAIRBANKS NORTH STAR,201963,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",SUSAN ELAINE GRANT,PO BOX 56981 North Pole AK 99705-1981,AK-FAIRBANKS NORTH STAR,,DIRECT,61409,61409,0
"PUBLIC SAFETY, ALASKA DEPT OF",SUSTAINABLE SOCKEYE FISHERIES LLC,1115 Baranof St Kodiak AK 99615-6454,AK-KODIAK ISLAND,200470,GRANT,75338.3,75338.3,0
"PUBLIC SAFETY, ALASKA DEPT OF",SWEET CARIBOU LLC,PO BOX 230432 Anchorage AK 99523-0432,AK-ANCHORAGE,202463,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",SWIERK ENTERPRISES,PO BOX 1126 Valdez AK 99686-1126,,202408,GRANT,95116.81,95116.81,0
"PUBLIC SAFETY, ALASKA DEPT OF",SWITZER LLC,PO BOX 2451 Homer AK 99603-2451,AK-KENAI PENINSULA,201868,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",SYREN INVESTMENTS,1004 Beech Ln Anchorage AK 99501-3203,AK-ANCHORAGE,205264,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",TAKOTNA COMMUNITY ASSOC INC,PO BOX 7509 Takotna AK 99675-0009,AK-YUKON-KOYUKUK,20-CRF-198,GRANT,75000.00004,75000,0
"PUBLIC SAFETY, ALASKA DEPT OF",TAKU ENGINEERING,PO BOX 241386 Anchorage AK 99524-1386,AK-ANCHORAGE,202902,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",TANAINA CHILD DEVELOPMENT CENTER,1200 Airport Heights Dr Ste 140 Anchorage AK 99508-2970,AK-ANCHORAGE,,DIRECT,72000.00004,72000,0
"PUBLIC SAFETY, ALASKA DEPT OF","TANANA, CITY OF",PO BOX 77249 Tanana AK 99777-0249,AK-YUKON-KOYUKUK,20-CRF-200,GRANT,159431.1,159431.1,0
"PUBLIC SAFETY, ALASKA DEPT OF",TASTE OF ALASKA LLC,5504 Prospect Dr Missoula MT 59808-8693,MT-MISSOULA,200686,GRANT,72755.31,72755.31,0
"PUBLIC SAFETY, ALASKA DEPT OF","TBD ALASKA, LLC",4101 Arctic Blvd Ste 203 Anchorage AK 99503-5702,AK-ANCHORAGE,203454,GRANT,51937.65,51937.65,0
"PUBLIC SAFETY, ALASKA DEPT OF","TENAKEE SPRINGS, CITY OF",PO BOX 52 Tenakee Springs AK 99841-0052,AK-HOONAH-ANGOON,20-CRF-204,GRANT,132007.09,132006.79,0.3
"PUBLIC SAFETY, ALASKA DEPT OF",TERN LLC,PO BOX 78 Sand Point AK 99661-0078,AK-ALEUTIANS EAST,201547,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",TERRY D CORESON,PO BOX 56 Kenai AK 99611-0056,AK-KENAI PENINSULA,202236,GRANT,86461.77,86461.77,0
"PUBLIC SAFETY, ALASKA DEPT OF",TERRY OSTLING,196 Jacobson Rd Cathlamet WA 98612-9532,WA-WAHKIAKUM,201314,GRANT,52977.86,52977.86,0
"PUBLIC SAFETY, ALASKA DEPT OF",TFI,PO BOX 1256 Dillingham AK 99576-1256,AK-DILLINGHAM,200160,GRANT,56551.51,56551.51,0
"PUBLIC SAFETY, ALASKA DEPT OF",THE ALASKA COMMUNITY FOUNDATION,3201 C St Ste 110 Anchorage AK 99503-3961,AK-ANCHORAGE,CVID190998,GRANT,49700000,49700000,0
"PUBLIC SAFETY, ALASKA DEPT OF",THE ALASKA COMMUNITY FOUNDATION,3201 C St Ste 110 Anchorage AK 99503-3961,AK-ANCHORAGE,605-237-21003,GRANT,1016193.36,1016193.36,0
"PUBLIC SAFETY, ALASKA DEPT OF",THE ALASKA COMMUNITY FOUNDATION,3201 C St Ste 110 Anchorage AK 99503-3961,AK-ANCHORAGE,605-236-21006,GRANT,1000000,1000000,0
"PUBLIC SAFETY, ALASKA DEPT OF",THE ALASKA STATE LEGISLATURE,120 4th St Rm 3 Juneau AK 99801-1162,AK-JUNEAU,,DIRECT,2381572.12,2381572.12,0
"PUBLIC SAFETY, ALASKA DEPT OF",THE BETTER SWEATER,4306 Homer Spit Rd Bld # 2 Homer AK 99603-8005,AK-KENAI PENINSULA,200155,GRANT,61868.86,61868.86,0
"PUBLIC SAFETY, ALASKA DEPT OF",THE BOARDROOM LLC,721 Depot Dr Anchorage AK 99501-1615,AK-ANCHORAGE,202839,GRANT,97915.89,97915.89,0
"PUBLIC SAFETY, ALASKA DEPT OF",THE ENGLISH BAY CORPORATION,237 E Fireweed Ln Ste 200 Anchorage AK 99503-2000,AK-ANCHORAGE,201898,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",THE FORAKER GROUP,161 Klevin St Ste 101 Anchorage AK 99508-1508,AK-ANCHORAGE,605-234-20007,GRANT,495035.95,495035.95,0
"PUBLIC SAFETY, ALASKA DEPT OF",THE KOBUK COFFEE COMPANY,504 W 5th Ave Anchorage AK 99501-2220,AK-ANCHORAGE,203405,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",THE LITTLE MISS CAFE,2919 W 34th Ave Apt 3 Anchorage AK 99517-2228,AK-ANCHORAGE,202225,GRANT,56860.81,56860.81,0
"PUBLIC SAFETY, ALASKA DEPT OF","THE TALKING PLACE, CHILD & ADOLESCENT COUNSELING, LLC",17101 Snowmobile Ln Ste 109 Eagle River AK 99577-7043,AK-ANCHORAGE,202420,GRANT,88110,88110,0
"PUBLIC SAFETY, ALASKA DEPT OF",THOMAS HARMAN COMMERCIAL FISHING,16131 Black Bear Dr Anchorage AK 99516-6970,AK-ANCHORAGE,203078,GRANT,50660.3,50660.3,0
"PUBLIC SAFETY, ALASKA DEPT OF","THORNE BAY, CITY OF",9998 Thorne Bay Thorne Bay AK 99919-9800,AK-PRINCE OF WALES-HYDER,20-CRF-206,GRANT,573859.52,475964.99,97894.53
"PUBLIC SAFETY, ALASKA DEPT OF",TIM E. DILLON,PO BOX 2576 Cordova AK 99574-2576,AK-VALDEZ CORDOVA,200446,GRANT,69553.99,69553.99,0
"PUBLIC SAFETY, ALASKA DEPT OF",TIM K DILLON,PO BOX 1014 Cordova AK 99574-1014,AK-VALDEZ CORDOVA,200178,GRANT,54075.53,54075.53,0
"PUBLIC SAFETY, ALASKA DEPT OF",TIMBERLINE MILLWORK & SUPPLY LLC,2433 N Post Rd Anchorage AK 99501-1760,AK-ANCHORAGE,202840,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",TIMOTHY MIKKELSEN,1260 N Rainbow Park Dr Wasilla AK 99623-9242,AK-MATANUSKA-SUSITNA,201181,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","TOAST OF THE TOWN, LLC",721 Depot Dr Ste 100 Anchorage AK 99501-1615,AK-ANCHORAGE,203924,GRANT,61502,61502,0
"PUBLIC SAFETY, ALASKA DEPT OF","TOGIAK, CITY OF",PO BOX 190 Togiak AK 99678-0190,AK-DILLINGHAM,20-CRF-207,GRANT,574879.73,574879.73,0
"PUBLIC SAFETY, ALASKA DEPT OF",TOK CHAMBER OF COMMERCE,PO BOX 389 Tok AK 99780-0389,AK-SOUTHEAST FAIRBANKS,20-CRF-208,GRANT,75000.00004,0,75000
"PUBLIC SAFETY, ALASKA DEPT OF","TOKSOOK BAY, CITY OF",PO BOX 37008 Toksook Bay AK 99637-0008,AK-BETHEL,20-CRF-209,GRANT,314693.48,169121.53,145571.95
"PUBLIC SAFETY, ALASKA DEPT OF",TOLFORD INVESTMENTS LLC,1209 Skyline Dr Fairbanks AK 99712-1311,AK-FAIRBANKS NORTH STAR,200936,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",TORNADO FISHERIES,PO BOX 445 Homer AK 99603-0445,AK-KENAI PENINSULA,202539,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",TRAE LOHSE,PO BOX 2378 Cordova AK 99574-2378,AK-VALDEZ CORDOVA,201575,GRANT,75423.32,75423.32,0
"PUBLIC SAFETY, ALASKA DEPT OF","TRAPPERS DEN TAVERN, INC.",PO BOX 285 Gakona AK 99586-0285,AK-VALDEZ CORDOVA,202393,GRANT,77999.64,77999.64,0
"PUBLIC SAFETY, ALASKA DEPT OF",TREE OF LIFE CHURCH,268 E Fireweed Ave Palmer AK 99645-6623,AK-MATANUSKA-SUSITNA,,DIRECT,56000.00005,56000,0
"PUBLIC SAFETY, ALASKA DEPT OF","TRITON ALASKA, INC.",PO BOX 3601 Soldotna AK 99669-3601,AK-KENAI PENINSULA,203076,GRANT,95013.21,95013.21,0
"PUBLIC SAFETY, ALASKA DEPT OF",TROPHY DRIFTERS,PO BOX 1005 Sterling AK 99672-1005,AK-KENAI PENINSULA,200021,GRANT,91009.29,91009.29,0
"PUBLIC SAFETY, ALASKA DEPT OF",TRUE NORTH TMS,920 E 72nd Ave Anchorage AK 99518-2810,AK-ANCHORAGE,201929,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",TUDOR DENTAL GROUP LLC,330 E Tudor Rd Anchorage AK 99503-7369,AK-ANCHORAGE,202668,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","TULUKSAK DREDGING, LTD",1634 W 13th Ave Anchorage AK 99501-4217,AK-ANCHORAGE,202416,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",TURNAGAIN ARM BBQ PIT LLC,14760 Prator St Anchorage AK 99516-4407,AK-ANCHORAGE,203557,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","TWIGS GIFTS, INC.",6450 Airport Way Ste 12 Fairbanks AK 99709-4671,AK-FAIRBANKS NORTH STAR,203406,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",TWO KINDRED SPIRITS COFFEE INC.,1111 E 5th Ave Anchorage AK 99501-2758,AK-ANCHORAGE,200462,GRANT,86060.00004,86060,0
"PUBLIC SAFETY, ALASKA DEPT OF",U LINE BEVERAGE CO,226 N Nova Rd Ste 307 Ormond Beach FL 32174-5124,FL-VOLUSIA,202636,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","UNALAKLEET, CITY OF",PO BOX 28 Unalakleet AK 99684-0028,AK-NOME,20-CRF-215,GRANT,634772.17,634772.17,0
"PUBLIC SAFETY, ALASKA DEPT OF",UNIVERSITY OF ALASKA SYSTEM,4280 Geist Rd Fairbanks AK 99709-3419,AK-FAIRBANKS NORTH STAR,,DIRECT,16832201.02,16832201.02,0
"PUBLIC SAFETY, ALASKA DEPT OF","UPPER KALSKAG, CITY OF",PO BOX 80 Kalskag AK 99607-0080,AK-BETHEL,20-CRF-217,GRANT,149113.67,124067.47,25046.2
"PUBLIC SAFETY, ALASKA DEPT OF","VALDEZ CONVENTION AND VISITORS BUREAU, INC.",PO BOX 1603 Valdez AK 99686-1603,,200243,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","VALDEZ, CITY OF",PO BOX 307 Valdez AK 99686-0307,,20-CRF-218,GRANT,1686597.73,1686597.73,0
"PUBLIC SAFETY, ALASKA DEPT OF",VALLEY CHARITIES INC,400 N Yenlo St Wasilla AK 99654-7147,AK-MATANUSKA-SUSITNA,HAP20VCI2CARES,GRANT,898264,898264,0
"PUBLIC SAFETY, ALASKA DEPT OF",VALLEY RESIDENTIAL SERVICES,1075 S Check St Ste 102 Wasilla AK 99654-8067,AK-MATANUSKA-SUSITNA,201082,GRANT,88004.69,88004.69,0
"PUBLIC SAFETY, ALASKA DEPT OF",VERTICAL AIR LLC,PO BOX 2032 Seward AK 99664-2032,AK-KENAI PENINSULA,203505,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","VICTORY MINISTRIES OF ALASKA, INC.",PO BOX 875392 Wasilla AK 99687-5392,AK-MATANUSKA-SUSITNA,202461,GRANT,52957.38,52957.38,0
"PUBLIC SAFETY, ALASKA DEPT OF","VIKING TRAVEL, INC.",PO BOX 787 Petersburg AK 99833-0787,AK-PETERSBURG,203928,GRANT,89454.95,89454.95,0
"PUBLIC SAFETY, ALASKA DEPT OF",VIKING WARRIOR LLC,PO BOX 403 Wrangell AK 99929-0403,AK-WRANGELL,200231,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",VOLTAIRE FISHERIES,180 Lightning St Mountain Home ID 83647-5836,ID-ELMORE,203306,GRANT,70494.67,70494.67,0
"PUBLIC SAFETY, ALASKA DEPT OF","WAINWRIGHT INC, CITY OF",PO BOX 9 Wainwright AK 99782-0009,AK-NORTH SLOPE,20-CRF-220,GRANT,256203.02,245125.37,11077.65
"PUBLIC SAFETY, ALASKA DEPT OF",WALES,PO BOX 489 Wales AK 99783-0489,AK-NOME,20-CRF-221,GRANT,143480.42,132394.83,11085.59
"PUBLIC SAFETY, ALASKA DEPT OF",WALLACE HINDERER,PO BOX 13 Chignik AK 99564-0013,AK-LAKE AND PENINSULA,200202,GRANT,65698.6,65698.6,0
"PUBLIC SAFETY, ALASKA DEPT OF",WALTER LEE BENNETT,PO BOX 4234 Palmer AK 99645-4234,AK-MATANUSKA-SUSITNA,202690,GRANT,57836.58,57836.58,0
"PUBLIC SAFETY, ALASKA DEPT OF",WARREN S CHAPPELL LLC,PO BOX 743 Cordova AK 99574-0743,AK-VALDEZ CORDOVA,201498,GRANT,56517.63,56517.63,0
"PUBLIC SAFETY, ALASKA DEPT OF","WASILLA CENTER DEVELOPMENT, LLC",4101 Arctic Blvd Ste 203 Anchorage AK 99503-5702,AK-ANCHORAGE,203413,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",WASILLA ROBIN ALASKA LLC,4450 Cordova St Ste 200 Anchorage AK 99503-7273,AK-ANCHORAGE,202900,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","WASILLA, CITY OF",290 E Herning Ave Wasilla AK 99654-7030,AK-MATANUSKA-SUSITNA,20-CRF-222,GRANT,18690897.67,15134422.25,3556475.42
"PUBLIC SAFETY, ALASKA DEPT OF","WEBB CHIROPRACTIC WELLNESS CENTER, INC.",3150 C St Ste 110 Anchorage AK 99503-3980,AK-ANCHORAGE,203506,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","WEBBSLINGER, INC.",PO BOX 33898 Juneau AK 99803-3898,AK-JUNEAU,201363,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",WELLSPRING REVIVAL MINISTRIES INC,PO BOX 83584 Fairbanks AK 99708-3584,AK-FAIRBANKS NORTH STAR,,DIRECT,54000.00005,54000,0
"PUBLIC SAFETY, ALASKA DEPT OF",WERMERS SEAMEN INC,354 Diane Ln Soldotna AK 99669-7301,AK-KENAI PENINSULA,201357,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",WEST SHORE FISHERIES LLC,11544 Downey Rd La Conner WA 98257-4741,WA-SKAGIT,204192,GRANT,75704.15,75704.15,0
"PUBLIC SAFETY, ALASKA DEPT OF",WHALER CASINO SUPPLY LLC,6447 Greenwood St Ste C Anchorage AK 99518-1926,AK-ANCHORAGE,202046,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",WHERE FRIENDS MEET INC,1402 Gambell St Anchorage AK 99501-5338,AK-ANCHORAGE,202066,GRANT,89433.99,89433.99,0
"PUBLIC SAFETY, ALASKA DEPT OF","WHITE MOUNTAIN, CITY OF",PO BOX 84029 White Mountain AK 99784-0029,AK-NOME,20-CRF-224,GRANT,153398.68,150547.8,2850.88
"PUBLIC SAFETY, ALASKA DEPT OF",WHITESTONE COMMUNITY ASSOCIATION,Mile 275 Richardson Hwy Delta Junction AK 99737,AK-SOUTHEAST FAIRBANKS,20-CRF-225,GRANT,75000.00004,75000,0
"PUBLIC SAFETY, ALASKA DEPT OF","WHITTIER, CITY OF",PO BOX 608 Whittier AK 99693-0608,AK-VALDEZ CORDOVA,20-CRF-226,GRANT,902928.77,902928.77,0
"PUBLIC SAFETY, ALASKA DEPT OF",WIL.CO INC,PO BOX 2696 Palmer AK 99645-2696,AK-MATANUSKA-SUSITNA,202658,GRANT,71464.57,71464.57,0
"PUBLIC SAFETY, ALASKA DEPT OF",WILD BAY INC,6902 Ford Dr NW Gig Harbor WA 98335-6453,WA-PIERCE,200194,GRANT,95032.94,95032.94,0
"PUBLIC SAFETY, ALASKA DEPT OF",WILLARD LARSON,PO BOX 2384 Cordova AK 99574-2384,AK-VALDEZ CORDOVA,201648,GRANT,72169.32,72169.32,0
"PUBLIC SAFETY, ALASKA DEPT OF",WILLIAM J. PERKINS,PO BOX 6071 Sitka AK 99835-6071,AK-SITKA,203249,GRANT,86087.9,86087.9,0
"PUBLIC SAFETY, ALASKA DEPT OF",WILLOW MEDICAL & WELLNESS,920 E 72nd Ave Anchorage AK 99518-2810,AK-ANCHORAGE,201926,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","WINDSONG ALASKA PROPERTIES, LLC",3900 Arctic Blvd Ste 304 Anchorage AK 99503-5782,AK-ANCHORAGE,202422,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",WISE PHYSICAL THERAPY AND REHABILITATION INC.,1200 Airport Heights Dr Ste 170 Anchorage AK 99508-2986,AK-ANCHORAGE,202464,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",WMC CONSTRUCTION,PO BOX 879302 Wasilla AK 99687-9302,AK-MATANUSKA-SUSITNA,203100,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF","WOLVERINE WAREHOUSE, LLC",7930 King St # B Anchorage AK 99518-3058,AK-ANCHORAGE,202394,GRANT,100000,100000,0
"PUBLIC SAFETY, ALASKA DEPT OF",WORDEN HOMES INC.,PO BOX 211574 Auke Bay AK 99821-1574,AK-JUNEAU,203070,GRANT,61282.67,61282.67,0
"PUBLIC SAFETY, ALASKA DEPT OF","WRANGELL, CITY AND BOROUGH OF",PO BOX 531 Wrangell AK 99929-0531,AK-WRANGELL,20-CRF-227,GRANT,3851103.41,3770115.49,80987.92
"PUBLIC SAFETY, ALASKA DEPT OF",WYZ FISHERIES LLC,5024 Robinwood Ln Bow WA 98232-7508,WA-SKAGIT,202141,GRANT,97821.35,97821.35,0
"PUBLIC SAFETY, ALASKA DEPT OF",YAK AND YETI LLC,2104 Misty Glen Cir Anchorage AK 99502-4643,AK-ANCHORAGE,202287,GRANT,60805.74,60805.74,0
"PUBLIC SAFETY, ALASKA DEPT OF",YAKUTAT CITY & BOROUGH,PO BOX 160 Yakutat AK 99689-0160,AK-YAKUTAT,20-CRF-228,GRANT,1579859.03,1579859.03,0
"PUBLIC SAFETY, ALASKA DEPT OF",YJW CORP,326 W 4th Ave Anchorage AK 99501-2321,AK-ANCHORAGE,202440,GRANT,61054.61,61054.61,0
"PUBLIC SAFETY, ALASKA DEPT OF","YOUNGS' ENTERPRISES, LLC",PO BOX 482 Tok AK 99780-0482,AK-SOUTHEAST FAIRBANKS,203502,GRANT,76700.51,76700.51,0
"PUBLIC SAFETY, ALASKA DEPT OF","YUKON ACCOUNTING & CONSULTING, INC.",810 Barnette St Fairbanks AK 99701-4509,AK-FAIRBANKS NORTH STAR,21061,CONTRACT,0,0,0
"PUBLIC SAFETY, ALASKA DEPT OF",ZACHARY NEHUS,PO BOX 1334 Unalaska AK 99685-1334,AK-ALEUTIANS WEST,201172,GRANT,100000,100000,0
